"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
25292,3,16,1997,15,"RM","M","16","11","Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
25391,3,16,1997,15,"RM","M","16","12","Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
25590,4,13,1997,15,"RM","M","16","13","Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
26261,7,9,1997,15,"RM","M","17","11","Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
28318,7,19,1998,15,"RM","F","16","14","Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
29146,1,17,1999,15,"RM","M","15","11","Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
29556,4,18,1999,15,"RM","M","16","9","Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
29687,5,16,1999,15,"RM","M","17","10","Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
33551,2,10,2002,15,"RM","F","17","7","Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
33554,2,10,2002,15,"RM","F","17","10","Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
33730,3,14,2002,15,"RM","F","17","7","Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
4477,5,4,1981,15,"SA","","","","Sylvilagus","audubonii","Rabbit","Long-term Krat Exclosure"
5655,3,30,1982,15,"SA","","","","Sylvilagus","audubonii","Rabbit","Long-term Krat Exclosure"
26439,7,9,1997,15,"SA","","","","Sylvilagus","audubonii","Rabbit","Long-term Krat Exclosure"
1657,2,25,1979,15,"PM","F","19","24","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
1765,4,29,1979,15,"PM","M","22","18","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
4489,6,4,1981,15,"PM","M","21","20","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
4540,6,4,1981,15,"PM","F","22","20","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
5637,3,30,1982,15,"PM","F","19","34","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
5774,4,29,1982,15,"PM","F","19","18","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
5830,4,29,1982,15,"PM","M","21","23","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
6002,6,28,1982,15,"PM","F","","29","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
6031,6,28,1982,15,"PM","M","","23","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
6236,7,26,1982,15,"PM","F","","22","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
6286,7,26,1982,15,"PM","F","","22","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
6483,8,16,1982,15,"PM","M","20","21","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
6728,10,23,1982,15,"PM","M","19","19","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
7215,1,12,1983,15,"PM","M","21","21","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
8420,10,15,1983,15,"PM","M","21","22","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
9033,4,10,1984,15,"PM","M","21","17","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
9125,5,13,1984,15,"PM","M","21","17","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
9155,5,13,1984,15,"PM","F","21","17","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
9246,5,28,1984,15,"PM","M","20","22","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
10090,3,17,1985,15,"PM","M","20","16","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
10283,4,21,1985,15,"PM","F","20","19","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
12159,12,15,1986,15,"PM","M","19","22","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
12590,4,6,1987,15,"PM","M","21","26","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
12743,5,28,1987,15,"PM","M","20","20","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
12757,5,28,1987,15,"PM","M","18","14","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
12765,5,28,1987,15,"PM","F","20","23","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
12996,7,1,1987,15,"PM","M","22","21","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
13159,7,26,1987,15,"PM","M","","22","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
13271,8,26,1987,15,"PM","F","20","25","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
13632,10,25,1987,15,"PM","M","21","20","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
15672,2,5,1989,15,"PM","M","21","20","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
25413,3,16,1997,15,"PM","F","20","21","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
25612,4,13,1997,15,"PM","F","20","25","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
25883,5,11,1997,15,"PM","F","19","23","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
26200,6,11,1997,15,"PM","F","21","21","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
26203,6,11,1997,15,"PM","F","19","16","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
26504,7,9,1997,15,"PM","F","21","22","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
26692,7,30,1997,15,"PM","F","20","21","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
26698,7,30,1997,15,"PM","F","20","17","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
27107,10,26,1997,15,"PM","F","20","14","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
27112,10,26,1997,15,"PM","M","20","13","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
27114,10,26,1997,15,"PM","F","20","25","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
27123,10,26,1997,15,"PM","M","19","13","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
27159,11,22,1997,15,"PM","M","20","16","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
27217,11,22,1997,15,"PM","F","20","22","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
27363,12,29,1997,15,"PM","M","21","22","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
27992,5,29,1998,15,"PM","M","20","18","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
27996,5,29,1998,15,"PM","F","20","16","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
27999,5,29,1998,15,"PM","F","20","18","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
28145,6,28,1998,15,"PM","M","20","20","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
28277,7,19,1998,15,"PM","M","20","20","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
28472,8,23,1998,15,"PM","M","20","20","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
29414,3,15,1999,15,"PM","F","21","28","Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
1446,11,5,1978,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
8641,11,13,1983,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
9583,9,30,1984,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
9882,1,20,1985,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
10509,6,16,1985,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
10694,8,20,1985,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
11040,11,17,1985,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
11389,4,13,1986,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
11507,5,11,1986,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
11606,6,5,1986,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
11789,8,10,1986,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
11871,9,7,1986,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
12028,11,16,1986,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
12261,2,1,1987,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
12278,2,1,1987,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
12437,3,2,1987,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
12809,5,28,1987,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
12829,5,28,1987,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
12832,5,28,1987,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
12834,5,28,1987,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
13144,7,26,1987,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
13338,8,26,1987,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
13438,9,27,1987,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
13440,9,27,1987,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
13444,9,27,1987,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
13756,11,22,1987,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
14512,5,15,1988,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
15003,10,9,1988,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
15624,2,5,1989,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
16175,6,4,1989,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
16184,6,4,1989,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
16288,7,4,1989,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
16564,10,8,1989,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
16688,11,5,1989,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
17416,4,25,1990,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
17557,5,25,1990,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
17813,8,17,1990,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
17969,10,17,1990,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
19489,12,8,1991,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
19853,3,8,1992,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
20057,5,31,1992,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
20058,5,31,1992,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
20876,5,23,1993,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
21804,9,7,1994,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
21913,11,2,1994,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
22080,2,5,1995,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
22083,2,5,1995,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
22099,2,5,1995,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
22222,4,2,1995,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
22275,4,30,1995,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
22342,6,8,1995,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
22351,6,8,1995,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
22423,6,28,1995,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
22609,8,27,1995,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
22771,9,24,1995,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
22940,10,29,1995,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
23093,12,3,1995,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
23095,12,3,1995,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
23808,4,15,1996,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
23827,4,15,1996,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
23854,4,15,1996,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
24620,10,13,1996,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
25880,5,11,1997,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
25892,5,11,1997,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
26183,6,11,1997,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
27190,11,22,1997,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
27956,5,29,1998,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
27971,5,29,1998,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
28106,6,28,1998,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
28632,9,21,1998,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
28788,10,25,1998,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
28916,11,22,1998,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
29018,12,23,1998,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
29019,12,23,1998,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
29145,1,17,1999,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
29852,9,12,1999,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
30568,3,5,2000,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
31850,3,4,2001,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
32146,5,27,2001,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
32355,7,22,2001,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
33005,10,14,2001,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
33211,11,18,2001,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
33552,2,10,2002,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
33553,2,10,2002,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
33903,4,17,2002,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
34171,5,16,2002,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
34173,5,16,2002,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
34930,10,6,2002,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
35545,12,31,2002,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
35546,12,31,2002,15,"AH","","","","Ammospermophilus","harrisi","Rodent","Long-term Krat Exclosure"
23184,12,22,1995,15,"DX","","","","Dipodomys","sp.","Rodent","Long-term Krat Exclosure"
9569,9,30,1984,15,"AB","","","","Amphispiza","bilineata","Bird","Long-term Krat Exclosure"
12260,2,1,1987,15,"AB","","","","Amphispiza","bilineata","Bird","Long-term Krat Exclosure"
12542,4,6,1987,15,"AB","","","","Amphispiza","bilineata","Bird","Long-term Krat Exclosure"
12575,4,6,1987,15,"AB","","","","Amphispiza","bilineata","Bird","Long-term Krat Exclosure"
12594,4,6,1987,15,"AB","","","","Amphispiza","bilineata","Bird","Long-term Krat Exclosure"
12600,4,6,1987,15,"AB","","","","Amphispiza","bilineata","Bird","Long-term Krat Exclosure"
13832,11,22,1987,15,"AB","","","","Amphispiza","bilineata","Bird","Long-term Krat Exclosure"
15263,12,14,1988,15,"AB","","","","Amphispiza","bilineata","Bird","Long-term Krat Exclosure"
15277,12,14,1988,15,"AB","","","","Amphispiza","bilineata","Bird","Long-term Krat Exclosure"
17092,1,30,1990,15,"AB","","","","Amphispiza","bilineata","Bird","Long-term Krat Exclosure"
17356,3,30,1990,15,"AB","","","","Amphispiza","bilineata","Bird","Long-term Krat Exclosure"
30418,2,6,2000,15,"AB","","","","Amphispiza","bilineata","Bird","Long-term Krat Exclosure"
4707,7,30,1981,15,"CB","","","","Campylorhynchus","brunneicapillus","Bird","Long-term Krat Exclosure"
8014,6,18,1983,15,"CB","","","","Campylorhynchus","brunneicapillus","Bird","Long-term Krat Exclosure"
8433,10,15,1983,15,"CB","","","","Campylorhynchus","brunneicapillus","Bird","Long-term Krat Exclosure"
21253,11,14,1993,15,"CB","","","","Campylorhynchus","brunneicapillus","Bird","Long-term Krat Exclosure"
13337,8,26,1987,15,"CM","","","","Calamospiza","melanocorys","Bird","Long-term Krat Exclosure"
7029,11,21,1982,15,"RF","M","16","11","Reithrodontomys","fulvescens","Rodent","Long-term Krat Exclosure"
12559,4,6,1987,15,"PC","","","","Pipilo","chlorurus","Bird","Long-term Krat Exclosure"
17219,2,25,1990,15,"PC","","","","Pipilo","chlorurus","Bird","Long-term Krat Exclosure"
18500,3,14,1991,15,"PC","","","","Pipilo","chlorurus","Bird","Long-term Krat Exclosure"
19350,11,15,1991,15,"PC","","","","Pipilo","chlorurus","Bird","Long-term Krat Exclosure"
22024,1,12,1995,15,"PC","","","","Pipilo","chlorurus","Bird","Long-term Krat Exclosure"
13313,8,26,1987,15,"CV","","","","Crotalus","viridis","Reptile","Long-term Krat Exclosure"
18898,7,13,1991,15,"SF","F","36","52","Sigmodon","fulviventer","Rodent","Long-term Krat Exclosure"
35539,12,31,2002,15,"SF","M","26","68","Sigmodon","fulviventer","Rodent","Long-term Krat Exclosure"
25934,5,11,1997,15,"PB","M","","19","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
26192,6,11,1997,15,"PB","F","26","25","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
26313,7,9,1997,15,"PB","F","26","21","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
26411,7,9,1997,15,"PB","F","26","28","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
26740,7,30,1997,15,"PB","F","25","29","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
26897,9,28,1997,15,"PB","M","26","26","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
26910,9,28,1997,15,"PB","F","26","30","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
27089,10,26,1997,15,"PB","F","26","28","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
28291,7,19,1998,15,"PB","F","26","19","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
28473,8,23,1998,15,"PB","M","24","24","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
28634,9,21,1998,15,"PB","M","24","24","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
28789,10,25,1998,15,"PB","M","25","25","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
28917,11,22,1998,15,"PB","M","25","26","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
29413,3,15,1999,15,"PB","M","25","26","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
29555,4,18,1999,15,"PB","F","24","38","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
32144,5,27,2001,15,"PB","M","26","40","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
32348,7,22,2001,15,"PB","M","26","29","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
32352,7,22,2001,15,"PB","F","27","30","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
32583,8,26,2001,15,"PB","F","27","34","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
32585,8,26,2001,15,"PB","M","26","32","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
32790,9,23,2001,15,"PB","M","25","27","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
32792,9,23,2001,15,"PB","M","26","33","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
32794,9,23,2001,15,"PB","F","26","27","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
32796,9,23,2001,15,"PB","F","26","32","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
33011,10,14,2001,15,"PB","F","26","28","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
33013,10,14,2001,15,"PB","M","26","35","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
33210,11,18,2001,15,"PB","M","27","38","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
33212,11,18,2001,15,"PB","F","26","29","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
33550,2,10,2002,15,"PB","F","25","31","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
33555,2,10,2002,15,"PB","M","27","45","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
33728,3,14,2002,15,"PB","F","26","34","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
33729,3,14,2002,15,"PB","M","26","43","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
33906,4,17,2002,15,"PB","F","27","43","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
33907,4,17,2002,15,"PB","M","25","23","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
33912,4,17,2002,15,"PB","F","26","19","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34166,5,16,2002,15,"PB","M","25","24","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34167,5,16,2002,15,"PB","F","27","33","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34172,5,16,2002,15,"PB","F","27","23","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34388,6,16,2002,15,"PB","F","26","37","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34389,6,16,2002,15,"PB","M","25","","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34391,6,16,2002,15,"PB","M","26","17","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34392,6,16,2002,15,"PB","M","26","26","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34394,6,16,2002,15,"PB","F","26","19","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34396,6,16,2002,15,"PB","F","26","29","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34397,6,16,2002,15,"PB","F","26","17","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34398,6,16,2002,15,"PB","F","25","16","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34401,6,16,2002,15,"PB","F","26","26","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34649,7,14,2002,15,"PB","F","24","25","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34652,7,14,2002,15,"PB","F","25","29","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34653,7,14,2002,15,"PB","F","25","29","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34656,7,14,2002,15,"PB","M","25","29","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34657,7,14,2002,15,"PB","M","26","29","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34659,7,14,2002,15,"PB","F","25","23","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34698,9,10,2002,15,"PB","F","24","37","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34701,9,10,2002,15,"PB","M","25","32","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34702,9,10,2002,15,"PB","F","27","38","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34927,10,6,2002,15,"PB","F","27","","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34928,10,6,2002,15,"PB","F","26","22","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34929,10,6,2002,15,"PB","F","26","32","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34931,10,6,2002,15,"PB","F","26","31","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34932,10,6,2002,15,"PB","F","27","33","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34934,10,6,2002,15,"PB","F","26","27","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
34935,10,6,2002,15,"PB","M","26","35","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
35173,11,10,2002,15,"PB","F","26","27","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
35174,11,10,2002,15,"PB","F","25","31","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
35176,11,10,2002,15,"PB","F","26","36","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
35177,11,10,2002,15,"PB","F","24","33","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
35178,11,10,2002,15,"PB","F","26","30","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
35179,11,10,2002,15,"PB","F","25","22","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
35180,11,10,2002,15,"PB","M","26","38","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
35372,12,8,2002,15,"PB","F","26","38","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
35373,12,8,2002,15,"PB","F","27","25","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
35375,12,8,2002,15,"PB","M","26","36","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
35376,12,8,2002,15,"PB","F","25","31","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
35377,12,8,2002,15,"PB","M","28","38","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
35378,12,8,2002,15,"PB","F","26","29","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
35379,12,8,2002,15,"PB","F","26","","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
35380,12,8,2002,15,"PB","F","25","32","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
35381,12,8,2002,15,"PB","F","25","30","Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
