row_id,studyname,sample_number,species,region,island,stage,individual_id,clutch_completion,date_egg,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex,delta_15n,delta_13c,comments,year,clutch_complete,morphology_complete,isotope_complete,quality_issue
ade-130,PAL0910,130,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N72A2,Yes,2009-11-18,44.1,18.0,210.0,4000.0,Male,9.10702,-26.01363,,2009.0,True,True,True,none
ade-131,PAL0910,131,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N73A1,No,2009-11-23,38.5,17.9,190.0,3325.0,Female,8.9846,-25.57956,Nest never observed with full clutch.,2009.0,False,True,True,none
ade-132,PAL0910,132,Adelie,Anvers,Torgersen,"Adult, 1 Egg Stage",N73A2,No,2009-11-23,43.1,19.2,197.0,3500.0,Male,8.86495,-26.1396,Nest never observed with full clutch.,2009.0,False,True,True,none
ade-133,PAL0910,133,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N76A1,Yes,2009-11-10,36.8,18.5,193.0,3500.0,Female,8.98705,-25.57647,,2009.0,True,True,True,none
ade-134,PAL0910,134,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N76A2,Yes,2009-11-10,37.5,18.5,199.0,4475.0,Male,8.56708,-26.49288,,2009.0,True,True,True,none
ade-135,PAL0910,135,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N77A1,Yes,2009-11-13,38.1,17.6,187.0,3425.0,Female,8.717,-25.77951,,2009.0,True,True,True,none
ade-136,PAL0910,136,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N77A2,Yes,2009-11-13,41.1,17.5,190.0,3900.0,Male,8.94365,-26.06943,,2009.0,True,True,True,none
ade-137,PAL0910,137,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N78A1,Yes,2009-11-16,35.6,17.5,191.0,3175.0,Female,8.75984,-25.97696,,2009.0,True,True,True,none
ade-138,PAL0910,138,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N78A2,Yes,2009-11-16,40.2,20.1,200.0,3975.0,Male,8.95998,-26.32601,,2009.0,True,True,True,none
ade-139,PAL0910,139,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N79A1,No,2009-11-16,37.0,16.5,185.0,3400.0,Female,8.61651,-26.07021,Nest never observed with full clutch.,2009.0,False,True,True,none
ade-140,PAL0910,140,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N79A2,No,2009-11-16,39.7,17.9,193.0,4250.0,Male,9.25769,-25.88798,Nest never observed with full clutch.,2009.0,False,True,True,none
ade-141,PAL0910,141,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N80A1,Yes,2009-11-14,40.2,17.1,193.0,3400.0,Female,9.2881,-25.54976,,2009.0,True,True,True,none
ade-142,PAL0910,142,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N80A2,Yes,2009-11-14,40.6,17.2,187.0,3475.0,Male,9.23408,-26.01549,,2009.0,True,True,True,none
ade-143,PAL0910,143,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N81A1,Yes,2009-11-16,32.1,15.5,188.0,3050.0,Female,8.79787,-26.61075,,2009.0,True,True,True,none
ade-144,PAL0910,144,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N81A2,Yes,2009-11-16,40.7,17.0,190.0,3725.0,Male,9.05674,-25.79529,,2009.0,True,True,True,none
ade-145,PAL0910,145,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N82A1,Yes,2009-11-16,37.3,16.8,192.0,3000.0,Female,9.06829,-25.85203,,2009.0,True,True,True,none
ade-146,PAL0910,146,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N82A2,Yes,2009-11-16,39.0,18.7,185.0,3650.0,Male,9.22033,-26.03442,,2009.0,True,True,True,none
ade-147,PAL0910,147,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N83A1,Yes,2009-11-13,39.2,18.6,190.0,4250.0,Male,9.11006,-25.79549,,2009.0,True,True,True,none
ade-148,PAL0910,148,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N83A2,Yes,2009-11-13,36.6,18.4,184.0,3475.0,Female,8.68744,-25.8306,,2009.0,True,True,True,none
ade-149,PAL0910,149,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N84A1,Yes,2009-11-17,36.0,17.8,195.0,3450.0,Female,8.94332,-25.79189,,2009.0,True,True,True,none
ade-150,PAL0910,150,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N84A2,Yes,2009-11-17,37.8,18.1,193.0,3750.0,Male,8.97533,-26.03495,,2009.0,True,True,True,none
ade-151,PAL0910,151,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N85A1,Yes,2009-11-17,36.0,17.1,187.0,3700.0,Female,8.93465,-26.07081,,2009.0,True,True,True,none
ade-152,PAL0910,152,Adelie,Anvers,Dream,"Adult, 1 Egg Stage",N85A2,Yes,2009-11-17,41.5,18.5,201.0,4000.0,Male,8.8964,-26.06967,,2009.0,True,True,True,none
gen-001,PAL0708,1,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N31A1,Yes,2007-11-27,46.1,13.2,211.0,4500.0,Female,7.993,-25.5139,,2007.0,True,True,True,none
gen-002,PAL0708,2,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N31A2,Yes,2007-11-27,50.0,16.3,230.0,5700.0,Male,8.14756,-25.39369,,2007.0,True,True,True,none
gen-003,PAL0708,3,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N32A1,Yes,2007-11-27,48.7,14.1,210.0,4450.0,Female,8.14705,-25.46172,,2007.0,True,True,True,none
gen-004,PAL0708,4,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N32A2,Yes,2007-11-27,50.0,15.2,218.0,5700.0,Male,8.2554,-25.40075,,2007.0,True,True,True,none
gen-005,PAL0708,5,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N33A1,Yes,2007-11-18,47.6,14.5,215.0,5400.0,Male,8.2345,-25.54456,,2007.0,True,True,True,none
gen-006,PAL0708,6,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N33A2,Yes,2007-11-18,46.5,13.5,210.0,4550.0,Female,7.9953,-25.32829,,2007.0,True,True,True,none
gen-007,PAL0708,7,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N34A1,Yes,2007-11-27,45.4,14.6,211.0,4800.0,Female,8.24515,-25.46782,,2007.0,True,True,True,none
gen-008,PAL0708,8,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N34A2,Yes,2007-11-27,46.7,15.3,219.0,5200.0,Male,8.22673,-25.4276,,2007.0,True,True,True,none
gen-009,PAL0708,9,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N35A1,Yes,2007-11-27,43.3,13.4,209.0,4400.0,Female,8.13643,-25.32176,,2007.0,True,True,True,none
gen-010,PAL0708,10,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N35A2,Yes,2007-11-27,46.8,15.4,215.0,5150.0,Male,8.1631,-25.38017,,2007.0,True,True,True,none
gen-011,PAL0708,11,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N36A1,No,2007-11-27,40.9,13.7,214.0,4650.0,Female,8.19579,-25.3933,Nest never observed with full clutch.,2007.0,False,True,True,none
gen-012,PAL0708,12,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N36A2,No,2007-11-27,49.0,16.1,216.0,5550.0,Male,8.10417,-25.50562,Nest never observed with full clutch.,2007.0,False,True,True,none
gen-013,PAL0708,13,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N37A1,Yes,2007-11-29,45.5,13.7,214.0,4650.0,Female,7.77672,-25.4168,,2007.0,True,True,True,none
gen-014,PAL0708,14,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N37A2,Yes,2007-11-29,48.4,14.6,213.0,5850.0,Male,7.8208,-25.48025,,2007.0,True,True,True,none
gen-015,PAL0708,15,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N38A1,Yes,2007-12-03,45.8,14.6,210.0,4200.0,Female,7.79958,-25.62618,,2007.0,True,True,True,none
gen-016,PAL0708,16,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N38A2,Yes,2007-12-03,49.3,15.7,217.0,5850.0,Male,8.07137,-25.52473,,2007.0,True,True,True,none
gen-017,PAL0708,17,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N39A1,Yes,2007-11-27,42.0,13.5,210.0,4150.0,Female,7.63884,-25.52627,,2007.0,True,True,True,none
gen-018,PAL0708,18,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N39A2,Yes,2007-11-27,49.2,15.2,221.0,6300.0,Male,8.27376,-25.00169,,2007.0,True,True,True,none
gen-019,PAL0708,19,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N40A1,Yes,2007-11-27,46.2,14.5,209.0,4800.0,Female,7.84057,-25.37899,,2007.0,True,True,True,none
gen-020,PAL0708,20,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N40A2,Yes,2007-11-27,48.7,15.1,222.0,5350.0,Male,7.96491,-25.39587,,2007.0,True,True,True,none
gen-021,PAL0708,21,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N41A1,Yes,2007-11-27,50.2,14.3,218.0,5700.0,Male,7.8962,-25.37746,,2007.0,True,True,True,none
gen-022,PAL0708,22,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N41A2,Yes,2007-11-27,45.1,14.5,215.0,5000.0,Female,7.6322,-25.46569,,2007.0,True,True,True,none
gen-023,PAL0708,23,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N42A1,Yes,2007-11-27,46.5,14.5,213.0,4400.0,Female,7.90436,-25.3947,,2007.0,True,True,True,none
gen-024,PAL0708,24,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N42A2,Yes,2007-11-27,46.3,15.8,215.0,5050.0,Male,7.90971,-25.38157,,2007.0,True,True,True,none
gen-025,PAL0708,25,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N44A1,Yes,2007-11-29,42.9,13.1,215.0,5000.0,Female,7.68528,-25.39181,,2007.0,True,True,True,none
gen-026,PAL0708,26,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N44A2,Yes,2007-11-29,46.1,15.1,215.0,5100.0,Male,7.83733,-25.42826,,2007.0,True,True,True,none
gen-027,PAL0708,27,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N46A1,Yes,2007-11-29,44.5,14.3,216.0,4100.0,,7.96621,-25.69327,Sexing primers did not amplify.,2007.0,True,True,True,missing_sex
gen-028,PAL0708,28,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N46A2,Yes,2007-11-29,47.8,15.0,215.0,5650.0,Male,7.92358,-25.48383,,2007.0,True,True,True,none
gen-029,PAL0708,29,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N47A1,Yes,2007-11-29,48.2,14.3,210.0,4600.0,Female,7.6887,-25.50811,,2007.0,True,True,True,none
gen-030,PAL0708,30,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N47A2,Yes,2007-11-29,50.0,15.3,220.0,5550.0,Male,8.30515,-25.19017,,2007.0,True,True,True,none
gen-031,PAL0708,31,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N50A1,Yes,2007-11-29,47.3,15.3,222.0,5250.0,Male,,,Not enough blood for isotopes.,2007.0,True,True,False,missing_isotope
gen-032,PAL0708,32,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N50A2,Yes,2007-11-29,42.8,14.2,209.0,4700.0,Female,7.63452,-25.46327,,2007.0,True,True,True,none
gen-033,PAL0708,33,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N56A1,Yes,2007-12-03,45.1,14.5,207.0,5050.0,Female,7.97408,-25.53768,,2007.0,True,True,True,none
gen-034,PAL0708,34,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N56A2,Yes,2007-12-03,59.6,17.0,230.0,6050.0,Male,7.76843,-25.6821,,2007.0,True,True,True,none
gen-035,PAL0809,35,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N2A1,Yes,2008-11-13,49.1,14.8,220.0,5150.0,Female,7.89744,-26.63405,,2008.0,True,True,True,none
gen-036,PAL0809,36,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N2A2,Yes,2008-11-13,48.4,16.3,220.0,5400.0,Male,8.03659,-26.86127,,2008.0,True,True,True,none
gen-037,PAL0809,37,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N4A1,Yes,2008-11-02,42.6,13.7,213.0,4950.0,Female,7.96935,-26.70968,,2008.0,True,True,True,none
gen-038,PAL0809,38,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N4A2,Yes,2008-11-02,44.4,17.3,219.0,5250.0,Male,8.13746,-26.79093,,2008.0,True,True,True,none
gen-039,PAL0809,39,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N5A1,Yes,2008-11-09,44.0,13.6,208.0,4350.0,Female,8.01979,-26.68311,,2008.0,True,True,True,none
gen-040,PAL0809,40,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N5A2,Yes,2008-11-09,48.7,15.7,208.0,5350.0,Male,8.14776,-26.84506,,2008.0,True,True,True,none
gen-041,PAL0809,41,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N6A1,No,2008-11-04,42.7,13.7,208.0,3950.0,Female,8.14567,-26.59467,Nest never observed with full clutch.,2008.0,False,True,True,none
gen-042,PAL0809,42,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N6A2,No,2008-11-04,49.6,16.0,225.0,5700.0,Male,8.38324,-26.84272,Nest never observed with full clutch.,2008.0,False,True,True,none
gen-043,PAL0809,43,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N7A1,Yes,2008-11-04,45.3,13.7,210.0,4300.0,Female,8.37615,-26.72791,,2008.0,True,True,True,none
gen-044,PAL0809,44,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N7A2,Yes,2008-11-04,49.6,15.0,216.0,4750.0,Male,8.26548,-26.7699,,2008.0,True,True,True,none
gen-045,PAL0809,45,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N8A1,Yes,2008-11-03,50.5,15.9,222.0,5550.0,Male,8.46894,-26.60436,,2008.0,True,True,True,none
gen-046,PAL0809,46,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N8A2,Yes,2008-11-03,43.6,13.9,217.0,4900.0,Female,8.27141,-26.7765,,2008.0,True,True,True,none
gen-047,PAL0809,47,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N11A1,No,2008-11-09,45.5,13.9,210.0,4200.0,Female,8.47829,-26.61788,Nest never observed with full clutch.,2008.0,False,True,True,none
gen-048,PAL0809,48,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N11A2,No,2008-11-09,50.5,15.9,225.0,5400.0,Male,8.65803,-26.57585,Nest never observed with full clutch.,2008.0,False,True,True,none
gen-049,PAL0809,49,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N12A1,Yes,2008-11-02,44.9,13.3,213.0,5100.0,Female,8.45167,-26.89644,,2008.0,True,True,True,none
gen-050,PAL0809,50,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N12A2,Yes,2008-11-02,45.2,15.8,215.0,5300.0,Male,8.55868,-26.67799,,2008.0,True,True,True,none
gen-051,PAL0809,51,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N13A1,Yes,2008-11-04,46.6,14.2,210.0,4850.0,Female,8.38289,-26.86352,,2008.0,True,True,True,none
gen-052,PAL0809,52,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N13A2,Yes,2008-11-04,48.5,14.1,220.0,5300.0,Male,8.39867,-26.79358,,2008.0,True,True,True,none
gen-053,PAL0809,53,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N14A1,Yes,2008-11-04,45.1,14.4,210.0,4400.0,Female,8.51951,-27.01854,,2008.0,True,True,True,none
gen-054,PAL0809,54,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N14A2,Yes,2008-11-04,50.1,15.0,225.0,5000.0,Male,8.50153,-26.61414,,2008.0,True,True,True,none
gen-055,PAL0809,55,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N15A1,Yes,2008-11-04,46.5,14.4,217.0,4900.0,Female,8.48789,-26.83006,,2008.0,True,True,True,none
gen-056,PAL0809,56,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N15A2,Yes,2008-11-04,45.0,15.4,220.0,5050.0,Male,8.63488,-26.75621,,2008.0,True,True,True,none
gen-057,PAL0809,57,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N16A1,Yes,2008-11-03,43.8,13.9,208.0,4300.0,Female,8.58319,-26.84415,,2008.0,True,True,True,none
gen-058,PAL0809,58,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N16A2,Yes,2008-11-03,45.5,15.0,220.0,5000.0,Male,8.63604,-26.7489,,2008.0,True,True,True,none
gen-059,PAL0809,59,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N17A1,Yes,2008-11-06,43.2,14.5,208.0,4450.0,Female,8.48367,-26.86485,,2008.0,True,True,True,none
gen-060,PAL0809,60,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N17A2,Yes,2008-11-06,50.4,15.3,224.0,5550.0,Male,8.74647,-26.79846,,2008.0,True,True,True,none
gen-061,PAL0809,61,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N18A1,Yes,2008-11-03,45.3,13.8,208.0,4200.0,Female,8.65015,-26.79053,,2008.0,True,True,True,none
gen-062,PAL0809,62,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N18A2,Yes,2008-11-03,46.2,14.9,221.0,5300.0,Male,8.60092,-26.84374,,2008.0,True,True,True,none
gen-063,PAL0809,63,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N19A1,Yes,2008-11-13,45.7,13.9,214.0,4400.0,Female,8.6287,-26.60484,,2008.0,True,True,True,none
gen-064,PAL0809,64,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N19A2,Yes,2008-11-13,54.3,15.7,231.0,5650.0,Male,8.49662,-26.84166,,2008.0,True,True,True,none
gen-065,PAL0809,65,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N20A1,Yes,2008-11-04,45.8,14.2,219.0,4700.0,Female,8.60447,-26.61601,,2008.0,True,True,True,none
gen-066,PAL0809,66,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N20A2,Yes,2008-11-04,49.8,16.8,230.0,5700.0,Male,8.47067,-26.69166,,2008.0,True,True,True,none
gen-067,PAL0809,67,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N51A1,Yes,2008-11-09,46.2,14.4,214.0,4650.0,,8.24253,-26.8154,Sexing primers did not amplify.,2008.0,True,True,True,missing_sex
gen-068,PAL0809,68,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N51A2,Yes,2008-11-09,49.5,16.2,229.0,5800.0,Male,8.49854,-26.74809,,2008.0,True,True,True,none
gen-069,PAL0809,69,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N53A1,Yes,2008-11-13,43.5,14.2,220.0,4700.0,Female,8.64931,-26.68867,,2008.0,True,True,True,none
gen-070,PAL0809,70,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N53A2,Yes,2008-11-13,50.7,15.0,223.0,5550.0,Male,8.63551,-26.74249,,2008.0,True,True,True,none
gen-071,PAL0809,71,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N54A1,Yes,2008-11-03,47.7,15.0,216.0,4750.0,Female,8.53018,-26.72751,,2008.0,True,True,True,none
gen-072,PAL0809,72,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N54A2,Yes,2008-11-03,46.4,15.6,221.0,5000.0,Male,8.35078,-26.70783,,2008.0,True,True,True,none
gen-073,PAL0809,73,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N55A1,Yes,2008-11-09,48.2,15.6,221.0,5100.0,Male,8.24651,-26.66958,,2008.0,True,True,True,none
gen-074,PAL0809,74,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N55A2,Yes,2008-11-09,46.5,14.8,217.0,5200.0,Female,8.58487,-26.5929,,2008.0,True,True,True,none
gen-075,PAL0809,75,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N56A1,Yes,2008-11-06,46.4,15.0,216.0,4700.0,Female,8.47938,-26.9547,,2008.0,True,True,True,none
gen-076,PAL0809,76,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N56A2,Yes,2008-11-06,48.6,16.0,230.0,5800.0,Male,8.5964,-26.71199,,2008.0,True,True,True,none
gen-077,PAL0809,77,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N58A1,Yes,2008-11-06,47.5,14.2,209.0,4600.0,Female,8.39299,-26.78733,,2008.0,True,True,True,none
gen-078,PAL0809,78,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N58A2,Yes,2008-11-06,51.1,16.3,220.0,6000.0,Male,8.40327,-26.76821,,2008.0,True,True,True,none
gen-079,PAL0809,79,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N60A1,Yes,2008-11-09,45.2,13.8,215.0,4750.0,Female,8.24694,-26.65359,,2008.0,True,True,True,none
gen-080,PAL0809,80,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N60A2,Yes,2008-11-09,45.2,16.4,223.0,5950.0,Male,8.19749,-26.65931,,2008.0,True,True,True,none
gen-081,PAL0910,81,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N1A1,Yes,2009-11-18,49.1,14.5,212.0,4625.0,Female,8.35802,-26.2766,,2009.0,True,True,True,none
gen-082,PAL0910,82,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N1A2,Yes,2009-11-18,52.5,15.6,221.0,5450.0,Male,8.28601,-26.27573,,2009.0,True,True,True,none
gen-083,PAL0910,83,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N6A1,Yes,2009-11-15,47.4,14.6,212.0,4725.0,Female,8.19101,-26.24369,,2009.0,True,True,True,none
gen-084,PAL0910,84,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N6A2,Yes,2009-11-15,50.0,15.9,224.0,5350.0,Male,8.20042,-26.39677,,2009.0,True,True,True,none
gen-085,PAL0910,85,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N8A1,Yes,2009-11-22,44.9,13.8,212.0,4750.0,Female,8.11238,-26.20372,,2009.0,True,True,True,none
gen-086,PAL0910,86,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N8A2,Yes,2009-11-22,50.8,17.3,228.0,5600.0,Male,8.27428,-26.30019,,2009.0,True,True,True,none
gen-087,PAL0910,87,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N13A1,Yes,2009-11-20,43.4,14.4,218.0,4600.0,Female,8.23468,-26.18599,,2009.0,True,True,True,none
gen-088,PAL0910,88,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N13A2,Yes,2009-11-20,51.3,14.2,218.0,5300.0,Male,8.15426,-26.3433,,2009.0,True,True,True,none
gen-089,PAL0910,89,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N14A1,Yes,2009-11-25,47.5,14.0,212.0,4875.0,Female,8.12691,-26.23613,,2009.0,True,True,True,none
gen-090,PAL0910,90,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N14A2,Yes,2009-11-25,52.1,17.0,230.0,5550.0,Male,8.27595,-26.11657,,2009.0,True,True,True,none
gen-091,PAL0910,91,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N15A1,Yes,2009-11-25,47.5,15.0,218.0,4950.0,Female,8.29671,-26.08547,,2009.0,True,True,True,none
gen-092,PAL0910,92,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N15A2,Yes,2009-11-25,52.2,17.1,228.0,5400.0,Male,8.36701,-25.89834,,2009.0,True,True,True,none
gen-093,PAL0910,93,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N18A1,Yes,2009-12-01,45.5,14.5,212.0,4750.0,Female,8.15566,-26.22848,,2009.0,True,True,True,none
gen-094,PAL0910,94,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N18A2,Yes,2009-12-01,49.5,16.1,224.0,5650.0,Male,8.83352,-25.69195,,2009.0,True,True,True,none
gen-095,PAL0910,95,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N19A1,Yes,2009-11-27,44.5,14.7,214.0,4850.0,Female,8.20106,-26.16524,,2009.0,True,True,True,none
gen-096,PAL0910,96,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N19A2,Yes,2009-11-27,50.8,15.7,226.0,5200.0,Male,8.27102,-26.11244,,2009.0,True,True,True,none
gen-097,PAL0910,97,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N20A1,Yes,2009-11-18,49.4,15.8,216.0,4925.0,Male,8.03624,-26.06594,,2009.0,True,True,True,none
gen-098,PAL0910,98,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N20A2,Yes,2009-11-18,46.9,14.6,222.0,4875.0,Female,7.8881,-26.04726,,2009.0,True,True,True,none
gen-099,PAL0910,99,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N21A1,Yes,2009-11-18,48.4,14.4,203.0,4625.0,Female,8.16582,-26.13971,,2009.0,True,True,True,none
gen-100,PAL0910,100,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N21A2,Yes,2009-11-18,51.1,16.5,225.0,5250.0,Male,8.2066,-26.36863,,2009.0,True,True,True,none
gen-101,PAL0910,101,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N22A1,Yes,2009-11-22,48.5,15.0,219.0,4850.0,Female,8.10231,-26.18763,,2009.0,True,True,True,none
gen-102,PAL0910,102,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N22A2,Yes,2009-11-22,55.9,17.0,228.0,5600.0,Male,8.3118,-26.35425,,2009.0,True,True,True,none
gen-103,PAL0910,103,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N23A1,Yes,2009-11-18,47.2,15.5,215.0,4975.0,Female,8.30817,-26.21651,,2009.0,True,True,True,none
gen-104,PAL0910,104,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N23A2,Yes,2009-11-18,49.1,15.0,228.0,5500.0,Male,8.65914,-25.79203,,2009.0,True,True,True,none
gen-105,PAL0910,105,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N24A1,Yes,2009-12-01,47.3,13.8,216.0,4725.0,,8.25818,-26.23886,Sexing primers did not amplify.,2009.0,True,True,True,missing_sex
gen-106,PAL0910,106,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N24A2,Yes,2009-12-01,46.8,16.1,215.0,5500.0,Male,8.32359,-26.05756,,2009.0,True,True,True,none
gen-107,PAL0910,107,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N28A1,Yes,2009-11-10,41.7,14.7,210.0,4700.0,Female,8.12311,-26.44815,,2009.0,True,True,True,none
